"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","FQ1","WB1","WB2[SQ001]","WB2[SQ002]","WB2[SQ003]","WB2[SQ004]","WB2[SQ005]","WB2[SQ006]","WB3[SQ001]","WB3[SQ002]","WB4[SQ001]","WB4[SQ002]","WB4[SQ003]","WB4[SQ004]","VD000a","VD000","VD001","VD002003","VD004003","VD005013011","VD006","VD008","VD007","VD009","VD010011","VD012013011","VD018","VD014","VD019","VD017021","VD020021","VD015","VD016","VD022","VD099[SQ001]","VD100a","VD100","VD121","VD154","VD101","VD122","VD155156","VD109156","VD159","VD123124125","VD115124125","VD130","VD131","VD102","VD111","VD110","VD114144102","VD144102","VD112","VD113125","VD116120","VD135145","VD134145","VD150a151152","VD150b126","VD126","VD141142152","VD151152","VD127","VD128","VD140142152","VD129","VD118120","VD103104","VD107108104","VD138167","VD136","VD166136","VD165147","VD143147","VD146133","VD132133","VD149106","VD148","VD105153106","VD117153106","VD199[SQ001]","VD200a","VD200","VD201","VD216205206","VD202","VD203","VD204205206","VD220221222","VD207","VD213","VD214221222","VD219222","VD215206","VD223210","VD208209210","VD224225212209210","VD226","VD227212209210","VD218225212209210","VD217","VD211","VD299[SQ001]","SP1","SP2","SP3","SP4[SQ002]","SP4[SQ006]","SP4[SQ001]","SP4[SQ003]","SP4[SQ004]","SP4[SQ005]","SP4[SQ007]","PD1","PD2","PD3[SQ001]","PD3[SQ002]","PD3[SQ003]","PD3[SQ004]","PD3[SQ005]","PD4[SQ001]","PD4[SQ002]","PD5","D3"
"372","2021-02-10 17:37:02","104","de","1132162475","2021-02-10 17:05:51","2021-02-10 17:37:02","","6","A1","A1","A1","A4","A3","A2","A4","A2","A1","A1","A4","A4","Y","A1","A2","A2","","","","","","A1","A2","","","A2","","","","","","","A5","Y","A1","A1","A1","","","","","A1","","","","","","","","","","","","","","A1","","","","","A1","","","","","","","","","","","","A1","","","","","","","A5","N","A1","","","","","","","","","","","","","","","A1","","A2","","","A6","A3","A2","A2","A5","A2","A5","A2","A1","A4","A1","A2","26","","Y","Y","Y","","","25","A37","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612975022  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"373","2021-02-10 17:48:15","104","de","939934257","2021-02-10 17:08:16","2021-02-10 17:48:15","","4","A2","A1","A4","A4","A4","A5","A3","A3","A4","A3","A4","A3","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A3","Y","A2","A2","","A1","A1","A2","","","","","","","","","","","","","","","A4","A3","A2","A3","A2","A3","A2","A2","A3","A3","A3","A2","22","","","Y","Y","","3","2","A34","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612975695  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"376","2021-02-10 18:12:50","104","de","1063863666","2021-02-10 17:19:47","2021-02-10 18:12:50","","5","A1","A5","A3","A3","A3","A2","A3","A2","A5","A4","A5","A5","N","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A5","N","A1","A2","","","","","A2","","","","","","","","A2","","","A1","A2","","","","","","A1","A2","","","","","","","","","","A2","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A5","A3","A3","A2","A3","A3","A3","A4","A4","A2","A2","A1","21","","","","Y","","","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612977170  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"377","2021-02-10 18:26:42","104","de","838753735","2021-02-10 17:23:15","2021-02-10 18:26:42","","5","A3","A3","A4","A3","A4","A4","A3","A2","A5","A4","A4","A4","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A2","","A2","","","","","","","","","","","A2","","","","","","A5","A3","A3","A3","A3","A2","A3","A3","A2","A3","A3","A1","34","","","Y","Y","","","8","A24","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612978002  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"379","2021-02-10 18:41:17","104","de","1225279491","2021-02-10 17:37:47","2021-02-10 18:41:17","","1","A3","A3","A2","A4","A3","A3","A2","A1","A4","A4","A4","A5","N","A2","","","A2","","","","","A2","","","A2","A1","A2","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A3","A4","A3","A5","A2","A2","A4","A3","A2","28","","","","Y","","","7","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612978877  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"381","2021-02-10 17:58:25","104","de","1474173603","2021-02-10 17:42:10","2021-02-10 17:58:25","","4","A5","A2","A4","A3","A3","A2","A4","A3","A2","A2","A2","A3","N","A1","A2","A2","","","","","","A2","","","A1","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A3","A2","A1","A3","A3","A3","A2","A1","25","","","Y","Y","","","6","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612976305  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"382","2021-02-10 18:34:30","104","de","2070265541","2021-02-10 17:45:36","2021-02-10 18:34:30","","3","A5","A3","A3","A4","A4","A5","A4","A4","A4","A4","A4","A5","N","A1","A2","A2","","","","","","A1","A1","","","","","","A1","","","","A4","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A2","","A2","","","A2","","","","","","","","","","","","A3","N","A2","A1","A1","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A2","A4","A4","A4","A3","A2","A2","24","","","","Y","","15","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612978470  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"383","2021-02-10 18:22:01","104","de","574825565","2021-02-10 17:45:53","2021-02-10 18:22:01","","2","A1","A1","A2","A4","A4","A3","A4","A2","A3","A4","A4","A4","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A6","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A6","A3","A3","A2","A3","A3","A3","A4","A4","A2","A2","A2","26","","Y","Y","Y","","","1","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612977721  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"384","2021-02-10 18:17:47","104","de","518621847","2021-02-10 17:57:26","2021-02-10 18:17:47","","3","A5","A4","A2","A3","A4","A5","A4","A3","A5","A4","A5","A5","Y","A2","","","A1","A2","","","","","","","","A2","","","","","","","A4","N","A2","","","A1","A2","","","","","","","","","","A2","","","A1","A2","","","","","","A2","","","A2","","","","A1","","","A1","","","","A1","","","","","","","A5","N","A1","","","","","","","","","","","","","","","A1","","A2","","","A4","A3","A3","A2","A3","A4","A5","A3","A2","A4","A4","A2","24","","","","Y","","5","1","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612977467  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"385","2021-02-10 18:12:05","104","de","27289559","2021-02-10 18:00:33","2021-02-10 18:12:05","","7","A2","A1","A3","A4","A4","A2","A3","A3","A2","A2","A4","A4","N","A1","A1","","","","A1","","A2","","","A2","","A1","A2","","","","","","A3","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A2","A2","A2","A2","A1","A3","A3","A3","A3","A2","20","","","","Y","","10","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612977125  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"386","2021-02-10 18:30:40","104","de","1110141433","2021-02-10 18:03:47","2021-02-10 18:30:40","","7","A1","A2","A4","A3","A4","A2","A4","A4","A4","A3","A4","A2","Y","A1","A2","A1","","A2","","","","","","","","A1","A1","","","","","","A4","Y","A2","","","A1","A1","","","","A1","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A1","","","","","","","A4","Y","A2","A2","","A2","","","","","","","","","","","A2","","","","","","A7","A2","A2","A3","A4","A4","A3","A3","A3","A4","A4","A2","21","","","Y","Y","","","21","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612978240  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"387","2021-02-10 18:23:47","104","de","1426268084","2021-02-10 18:05:13","2021-02-10 18:23:47","","6","A1","A4","A4","A4","A4","A2","A2","A2","A5","A4","A5","A5","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A3","Y","A1","A1","A1","","","","","A1","","","","","","","","","","","","","","A1","","","","","A1","","","","","","","","","","","","A2","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A2","A3","A3","A2","A4","A3","A3","A4","A3","A4","25","","","","Y","","","3","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612977827  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"389","2021-02-10 18:54:52","104","de","272146655","2021-02-10 18:06:24","2021-02-10 18:54:52","","7","A5","A4","A3","A2","A3","A2","A2","A1","A5","A5","A4","A2","N","A1","A2","A1","","A1","","","","","","","","","","","A1","","","","A5","Y","A2","","","A2","","","","","","","A2","A1","A1","","","","","","","","","","","","","","","","","","","","A1","","","","A2","","","","","","","","","A5","Y","A2","A2","","A3","","","","A2","","","","","","A1","","","","","","","A7","A3","A1","A2","A4","A5","A5","A4","A1","A5","A3","A1","26","","Y","Y","Y","","2","5","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612979692  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"392","2021-02-11 15:50:00","103","de","","2021-02-10 18:19:00","2021-02-10 21:51:00","","6","A5","A2","A4","A4","A4","A4","A4","A4","A4","A4","A4","A4","Y","A1","A2","A1","","A2","","","","","","","","A2","","","","","","","A4","N","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A3","A2","A5","A4","A4","A3","A2","A4","A3","A2","22","","Y","Y","Y","","6","3","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612990311  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"393","2021-02-10 18:41:45","104","de","1348415398","2021-02-10 18:21:12","2021-02-10 18:41:45","","3","A2","A2","A2","A2","A4","A1","A2","A2","A3","A2","A4","A4","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A4","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A2","","A1","","","","A2","A1","","A1","","","","","","","","A5","N","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A3","A2","A3","A4","A2","A3","A2","A3","A2","22","","","","Y","","","4","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612978905  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"395","2021-02-10 19:05:07","104","de","926511332","2021-02-10 18:30:38","2021-02-10 19:05:07","","5","A3","A5","A4","A4","A4","A4","A4","A3","A5","A4","A5","A5","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A4","N","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A2","A3","A4","A2","A5","A5","A4","A3","A4","A1","23","","","","Y","","","5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612980307  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"396","2021-02-10 19:26:29","104","de","1545656172","2021-02-10 18:43:29","2021-02-10 19:26:29","","4","A2","A3","A4","A4","A4","A3","A3","A3","A1","A1","A2","A3","Y","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A2","A4","A3","A2","A3","A2","A3","A4","A2","27","","","Y","","","3","2","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612981589  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"397","2021-02-10 19:13:13","104","en","1741797430","2021-02-10 18:52:03","2021-02-10 19:13:13","","1","A1","A1","A3","A5","A3","A1","A1","A1","A2","A2","A4","A5","N","A2","","","A1","A1","","","","","","","","","","","A1","","","","A1","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","A1","","A1","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A2","A3","A4","A4","A5","A2","A1","A4","A1","A2","33","","Y","","Y","","","7","","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1612980793     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"398","2021-02-10 19:11:07","104","de","148358656","2021-02-10 18:55:51","2021-02-10 19:11:07","","5","A5","A5","A4","A2","A4","A5","A4","A4","A2","A3","A5","A2","N","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A4","N","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","N","A2","A2","","A3","","","","A1","A1","A2","","","A2","","","","","","","","A4","A3","A1","A2","A2","A1","A3","A2","A4","A1","A1","A2","18","","","Y","Y","","5","","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612980667  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"399","2021-02-10 19:30:55","104","de","998244181","2021-02-10 19:05:12","2021-02-10 19:30:55","","5","A2","A2","A3","A4","A3","A4","A3","A2","A3","A4","A4","A4","N","A1","A2","A1","","A2","","","","","","","","A1","A2","","","","","","A4","Y","A1","A1","A1","","","","","A2","","","","","","","","","","","","","A2","","","A1","","A1","","","","","","","","","","","","","A1","","","","","","","A3","Y","A2","A2","","A1","A2","","A1","","","","","A2","","","","","","","","","A4","A3","A2","A3","A3","A3","A4","A2","A4","A4","A4","A2","20","","","Y","Y","","0","2","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612981855  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"400","2021-02-10 19:30:21","104","en","778441223","2021-02-10 19:05:45","2021-02-10 19:30:21","","3","A1","A2","A2","A4","A4","A2","A2","A2","A4","A1","A4","A4","Y","A2","","","A1","A2","","","","","","","","A2","","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A2","A3","A2","A3","A4","A4","A4","A2","A4","A2","A2","29","","","Y","","","","9","A15","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612981821  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"401","2021-02-10 19:45:10","104","de","66789784","2021-02-10 19:10:05","2021-02-10 19:45:10","","4","A1","A3","A3","A5","A5","A5","A4","A2","A4","A4","A4","A4","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A3","N","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A2","","","A2","","","","A1","","","A2","A1","","A2","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A1","A2","A4","A4","A3","A3","A3","A3","A2","A2","24","","","Y","Y","","","4.5","A17","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612982710  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"402","2021-02-10 19:19:40","104","de","826453240","2021-02-10 19:11:36","2021-02-10 19:19:40","","6","A1","A3","A4","A5","A4","A2","A4","A3","A4","A4","A5","A2","Y","A2","","","A2","","","","","A1","A2","","","A1","A1","","","","","","A2","Y","A2","","","A2","","","","","","","A2","A1","A1","","","","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","Y","A1","","","","","","","","","","","","","","","A2","A1","","","","A2","A3","A3","A3","A4","A2","A4","A2","A5","A3","A3","A2","19","","","","Y","","4","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612981180  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"403","2021-02-10 19:48:05","104","de","1048801316","2021-02-10 19:11:39","2021-02-10 19:48:05","","5","A1","A2","A2","A5","A4","A5","A4","A2","A4","A4","A5","A4","N","A1","A2","A2","","","","","","A2","","","A2","A2","","","","","","","A6","Y","A2","","","A1","A2","","","","","","","","","","A2","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A3","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A3","A2","A2","A3","A5","A3","A3","A1","A4","A5","A2","A2","20","","","Y","Y","","14","","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612982885  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"404","2021-02-10 19:52:01","104","de","1563784937","2021-02-10 19:13:22","2021-02-10 19:52:01","","1","A1","A1","A3","A3","A3","A4","A1","A1","A2","A2","A4","A2","N","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A2","A3","A2","A1","A1","A4","A2","A2","A2","45","","","Y","Y","","","11","A37","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612983121  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"405","2021-02-10 19:37:19","104","de","541741158","2021-02-10 19:15:52","2021-02-10 19:37:19","","5","A1","A1","A3","A5","A4","A2","A3","A2","A5","A5","A4","A4","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A3","A2","A4","A4","A1","A1","A2","A1","22","","","Y","Y","","","4.5","A32","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612982239  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"406","2021-02-10 19:39:59","104","de","1505568030","2021-02-10 19:16:10","2021-02-10 19:39:59","","1","A2","A1","A4","A4","A4","A1","A3","A2","A5","A4","A4","A2","Y","A1","A1","","","","A1","","A2","","","A2","","A1","A2","","","","","","A2","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A2","","","","A2","","A1","","","A2","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A2","A3","A3","A2","A2","A2","A3","A2","A2","27","","","","Y","","","5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612982399  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"408","2021-02-11 15:50:00","103","de","","2021-02-10 19:23:00","2021-02-10 20:08:00","","3","A1","A2","A2","A4","A3","A3","A3","A4","A4","A3","A4","A1","Y","A2","","","A2","","","","","A1","A2","","","A1","A2","","","","","","A7","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A1","A1","A1","A2","A2","A3","A2","A3","A2","A2","A2","23","","","","Y","","17","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612984116  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
